1.499999999999999944e-02 1.499999999999999944e-02 1.499999999999999944e-02 3.936177600000000000e+10 3.026060610000000000e+09 -1.718296230000000000e+10
2.500000000000000139e-02 1.499999999999999944e-02 1.499999999999999944e-02 2.431500800000000000e+09 2.152511130000000000e+10 2.664478050000000000e+09
2.500000000000000139e-02 2.500000000000000139e-02 1.499999999999999944e-02 6.018665870000000000e+09 1.995473880000000000e+10 9.483144250000000000e+09
2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.254078120000000000e+10 -1.276418650000000000e+10 -4.628125920000000000e+09
3.500000000000000333e-02 2.500000000000000139e-02 1.499999999999999944e-02 7.517574960000000000e+09 -7.129412820000000000e+09 8.725978710000000000e+08
3.500000000000000333e-02 2.500000000000000139e-02 2.500000000000000139e-02 7.233215400000000000e+09 1.823061260000000000e+10 -2.494007290000000000e+10
3.500000000000000333e-02 3.500000000000000333e-02 1.499999999999999944e-02 7.381557370000000000e+09 -2.300449860000000000e+09 -6.060449670000000000e+09
3.500000000000000333e-02 3.500000000000000333e-02 2.500000000000000139e-02 3.270852460000000000e+08 -9.015950540000000000e+09 -1.231024140000000000e+10
3.500000000000000333e-02 3.500000000000000333e-02 3.500000000000000333e-02 4.662707510000000000e+09 -7.805455300000000000e+08 -2.598129900000000000e+09
4.499999999999999833e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.214299620000000000e+10 4.866923480000000000e+09 -1.285997510000000000e+10
4.499999999999999833e-02 3.500000000000000333e-02 1.499999999999999944e-02 2.660752860000000000e+09 2.991950180000000000e+09 -2.788979600000000000e+08
4.499999999999999833e-02 3.500000000000000333e-02 2.500000000000000139e-02 7.642057840000000000e+09 8.675314400000000000e+09 -2.318307390000000000e+09
4.499999999999999833e-02 3.500000000000000333e-02 3.500000000000000333e-02 3.823495850000000000e+09 -2.708646810000000000e+09 1.300423610000000000e+10
4.499999999999999833e-02 4.499999999999999833e-02 1.499999999999999944e-02 4.200393880000000000e+09 -3.564137190000000000e+09 7.671585490000000000e+09
4.499999999999999833e-02 4.499999999999999833e-02 2.500000000000000139e-02 6.006103770000000000e+09 -4.051249100000000000e+09 2.934220960000000000e+09
4.499999999999999833e-02 4.499999999999999833e-02 3.500000000000000333e-02 3.766215660000000000e+09 5.762236990000000000e+09 2.823921380000000000e+09
4.499999999999999833e-02 4.499999999999999833e-02 4.499999999999999833e-02 -2.263341530000000000e+08 -1.455340240000000000e+09 -2.457924269999999925e+07
5.500000000000000028e-02 3.500000000000000333e-02 2.500000000000000139e-02 5.382775910000000000e+09 -1.129616070000000000e+09 -1.756650780000000000e+10
5.500000000000000028e-02 3.500000000000000333e-02 3.500000000000000333e-02 5.383410910000000000e+09 4.863304590000000000e+09 8.632429610000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 1.499999999999999944e-02 2.512051440000000000e+09 -3.943789750000000000e+09 -9.247355470000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 2.500000000000000139e-02 3.351679050000000000e+09 2.508143120000000000e+09 -4.757092030000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 3.500000000000000333e-02 2.791256490000000000e+09 4.257874660000000000e+09 1.680236760000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 4.499999999999999833e-02 4.689835530000000000e+09 2.273615150000000000e+09 2.026910100000000000e+09
