1.499999999999999944e-02 1.499999999999999944e-02 1.499999999999999944e-02 1.345784080000000000e+11 -1.479408620000000000e+09 3.310299840000000000e+10
2.500000000000000139e-02 1.499999999999999944e-02 1.499999999999999944e-02 -6.212395390000000000e+10 3.696323810000000000e+10 2.537296730000000000e+11
2.500000000000000139e-02 2.500000000000000139e-02 1.499999999999999944e-02 1.826651650000000000e+10 -2.453107790000000000e+10 2.880507400000000000e+10
2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 -1.210016910000000000e+10 -2.558393780000000000e+10 6.099990000000000000e+10
3.500000000000000333e-02 2.500000000000000139e-02 1.499999999999999944e-02 1.209494980000000000e+10 4.346726520000000000e+09 -4.895143080000000000e+10
3.500000000000000333e-02 2.500000000000000139e-02 2.500000000000000139e-02 -8.724652600000000000e+09 4.230411140000000000e+10 -1.098659270000000000e+09
3.500000000000000333e-02 3.500000000000000333e-02 1.499999999999999944e-02 -5.584008280000000000e+09 2.881052470000000000e+09 3.338478730000000000e+10
3.500000000000000333e-02 3.500000000000000333e-02 2.500000000000000139e-02 -5.052566920000000000e+08 1.280191610000000000e+10 -1.026174020000000000e+10
3.500000000000000333e-02 3.500000000000000333e-02 3.500000000000000333e-02 2.087838000000000000e+10 7.191184240000000000e+09 -1.301731820000000000e+10
4.499999999999999833e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.465948590000000000e+10 6.299604660000000000e+09 5.318964580000000000e+10
4.499999999999999833e-02 3.500000000000000333e-02 1.499999999999999944e-02 -3.587234850000000000e+09 5.043990080000000000e+09 -3.975565920000000000e+09
4.499999999999999833e-02 3.500000000000000333e-02 2.500000000000000139e-02 1.112052890000000000e+10 2.807132540000000000e+10 -9.224227120000000000e+09
4.499999999999999833e-02 3.500000000000000333e-02 3.500000000000000333e-02 5.411353630000000000e+09 2.994443900000000000e+09 5.514081179999999702e+07
4.499999999999999833e-02 4.499999999999999833e-02 1.499999999999999944e-02 7.691021060000000000e+09 6.356283380000000000e+09 6.839256990000000000e+09
4.499999999999999833e-02 4.499999999999999833e-02 2.500000000000000139e-02 1.435910570000000000e+10 -1.596148110000000000e+10 -2.314171600000000000e+10
4.499999999999999833e-02 4.499999999999999833e-02 3.500000000000000333e-02 -3.292772400000000000e+09 6.140683320000000000e+09 -7.952062570000000000e+09
4.499999999999999833e-02 4.499999999999999833e-02 4.499999999999999833e-02 -4.928146270000000000e+09 -1.976600040000000000e+09 1.706923210000000108e+04
5.500000000000000028e-02 3.500000000000000333e-02 2.500000000000000139e-02 4.310567220000000000e+09 -1.223231190000000000e+10 1.200965800000000000e+10
5.500000000000000028e-02 3.500000000000000333e-02 3.500000000000000333e-02 3.494125290000000000e+09 1.665805800000000000e+10 1.912224840000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 1.499999999999999944e-02 -2.875793300000000000e+08 -9.452262790000000000e+09 -1.837881800000000000e+10
5.500000000000000028e-02 4.499999999999999833e-02 2.500000000000000139e-02 2.857812330000000000e+09 -8.478273130000000820e+06 2.226860530000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 3.500000000000000333e-02 3.572608300000000000e+09 -3.440907500000000000e+08 4.720436520000000000e+09
5.500000000000000028e-02 4.499999999999999833e-02 4.499999999999999833e-02 4.473949060000000000e+09 8.336132870000000000e+09 1.679010580000000000e+09
5.500000000000000028e-02 5.500000000000000028e-02 1.499999999999999944e-02 1.459390760000000000e+09 -3.348520940000000000e+09 1.202906520000000000e+10
5.500000000000000028e-02 5.500000000000000028e-02 2.500000000000000139e-02 3.631710310000000000e+09 1.024645530000000000e+10 -1.260702410000000000e+10
5.500000000000000028e-02 5.500000000000000028e-02 3.500000000000000333e-02 9.748513620000000000e+08 -5.807446220000000000e+09 2.823087430000000000e+09
5.500000000000000028e-02 5.500000000000000028e-02 4.499999999999999833e-02 4.013279560000000000e+09 -3.072299680000000000e+09 2.106504100000000000e+09
5.500000000000000028e-02 5.500000000000000028e-02 5.500000000000000028e-02 -1.415548420000000000e+09 -1.594572040000000000e+09 1.874677000000000000e+09
6.500000000000000222e-02 3.500000000000000333e-02 3.500000000000000333e-02 -4.257174950000000000e+08 1.596895040000000000e+09 -4.737984950000000000e+09
6.500000000000000222e-02 4.499999999999999833e-02 2.500000000000000139e-02 4.476006300000000000e+09 1.402526480000000000e+10 2.153600100000000000e+10
6.500000000000000222e-02 4.499999999999999833e-02 3.500000000000000333e-02 6.405213460000000000e+09 8.852091520000000000e+09 3.172233560000000000e+09
6.500000000000000222e-02 4.499999999999999833e-02 4.499999999999999833e-02 3.464801530000000000e+09 1.083394030000000000e+10 3.521760580000000000e+09
6.500000000000000222e-02 5.500000000000000028e-02 1.499999999999999944e-02 3.494522350000000000e+08 2.625672710000000000e+10 -1.275773290000000000e+10
6.500000000000000222e-02 5.500000000000000028e-02 2.500000000000000139e-02 4.514033930000000000e+09 -3.629462240000000000e+09 -3.745430050000000000e+09
6.500000000000000222e-02 5.500000000000000028e-02 3.500000000000000333e-02 4.854403280000000000e+09 3.547194850000000000e+09 6.949185180000000000e+09
