1.250000000000000069e-02 1.055758910000000033e+05 7.285568589999999676e+04 1.918466279999999824e+04
1.750000000000000167e-02 7.361270979999999690e+04 2.494566860000000088e+04 1.876493230000000040e+04
2.249999999999999917e-02 8.401851519999999437e+04 2.203889140000000043e+04 -7.023074450000000070e+03
2.750000000000000014e-02 5.511215529999999853e+04 6.020625109999999722e+02 -4.107304940000000352e+04
3.250000000000000111e-02 5.450300979999999981e+04 1.246150339999999960e+04 -1.372528150000000096e+03
3.749999999999999861e-02 5.552199809999999707e+04 3.085946770000000106e+04 -3.358747199999999793e+03
4.250000000000000305e-02 4.185250110000000132e+04 9.200801900000000387e+03 -2.018697469999999885e+04
4.750000000000000056e-02 3.700876079999999638e+04 1.708217680000000109e+04 -5.074825139999999919e+03
5.249999999999999806e-02 3.980995760000000155e+04 1.486531170000000020e+04 -4.167669039999999768e+03
5.750000000000000250e-02 3.137597350000000006e+04 1.768199659999999858e+04 9.145888119999999617e+03
6.250000000000000000e-02 3.182149899999999980e+04 1.246244579999999951e+04 -1.913609999999999900e+03
6.750000000000000444e-02 3.024501610000000073e+04 9.716505520000000615e+03 -6.124535990000000311e+03
7.249999999999999500e-02 2.662907310000000143e+04 9.819425440000000890e+03 -2.922959629999999834e+03
7.749999999999999944e-02 2.559903159999999843e+04 1.339802649999999994e+04 -3.299109020000000214e+01
8.250000000000000389e-02 2.418272119999999995e+04 7.590980220000000372e+03 1.460061760000000049e+03
8.749999999999999445e-02 2.419757440000000133e+04 1.029984799999999996e+04 -2.013967079999999896e+03
9.249999999999999889e-02 1.802464389999999912e+04 9.029887940000000526e+03 1.668503110000000106e+03
9.750000000000000333e-02 1.845162719999999899e+04 6.522901909999999589e+03 3.308002520000000004e+03
1.024999999999999939e-01 1.642221199999999953e+04 3.927307839999999942e+03 -9.036084799999999859e+02
1.074999999999999983e-01 1.564444939999999951e+04 5.683038279999999759e+03 1.818713719999999967e+03
1.125000000000000028e-01 1.474936570000000029e+04 5.569461449999999786e+03 1.324026170000000093e+03
1.174999999999999933e-01 1.375964530000000013e+04 4.291277939999999944e+03 -3.304061479999999733e+02
1.224999999999999978e-01 1.393214370000000054e+04 5.360477039999999761e+03 -2.130861639999999966e+02
1.275000000000000022e-01 1.251132200000000012e+04 2.032162309999999934e+03 -1.583547350000000051e+03
1.325000000000000067e-01 1.309490040000000045e+04 5.545890519999999924e+03 7.125716489999999794e+02
1.375000000000000111e-01 1.124344399999999951e+04 4.712093060000000150e+03 1.515166060000000016e+03
1.424999999999999878e-01 1.093824059999999918e+04 1.936914289999999937e+03 -4.321569089999999846e+02
1.474999999999999922e-01 1.057006320000000051e+04 3.068974020000000110e+03 5.443365690000000541e+02
1.524999999999999967e-01 1.005211599999999999e+04 3.987970850000000155e+03 6.555262099999999919e+02
1.575000000000000011e-01 8.891794570000000022e+03 2.603923299999999927e+03 1.072642190000000028e+03
1.625000000000000056e-01 8.515159180000000561e+03 2.553967839999999796e+03 -1.907218970000000127e+02
1.675000000000000100e-01 8.507205040000000736e+03 2.179399579999999787e+03 -2.645282219999999995e+01
1.724999999999999867e-01 7.727474699999999757e+03 2.153212039999999888e+03 1.109723889999999983e+03
1.774999999999999911e-01 7.795839100000000144e+03 1.226578980000000001e+03 1.819931300000000078e+02
1.824999999999999956e-01 6.931977520000000368e+03 1.416360590000000002e+03 -5.293972790000000259e+02
1.875000000000000000e-01 7.613084869999999682e+03 1.405595980000000054e+03 2.675709539999999720e+02
1.925000000000000044e-01 6.813037659999999960e+03 2.273444500000000062e+03 1.208092830000000049e+03
1.975000000000000089e-01 6.742572280000000319e+03 1.201303249999999935e+03 3.084120700000000284e+02
2.025000000000000133e-01 6.455633200000000215e+03 1.040275339999999915e+03 1.076530089999999973e+03
2.074999999999999900e-01 6.200193519999999808e+03 1.665232209999999895e+03 5.482301019999999880e+02
2.124999999999999944e-01 5.630315330000000358e+03 1.273868989999999940e+03 2.964574579999999742e+02
2.174999999999999989e-01 5.446969860000000153e+03 4.538163559999999848e+02 2.795614059999999768e+02
2.225000000000000033e-01 5.376885709999999563e+03 9.008388189999999440e+02 4.327236419999999839e+02
