1.499999999999999944e-02 1.499999999999999944e-02 1.499999999999999944e-02 8.056700670000000000e+09 4.916990798922965320e+21
2.500000000000000139e-02 1.499999999999999944e-02 1.499999999999999944e-02 -9.592421270000000000e+09 8.256765088371828326e+20
2.500000000000000139e-02 2.500000000000000139e-02 1.499999999999999944e-02 1.718878190000000000e+10 3.667060944156964291e+20
2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 -1.723909830000000000e+10 4.687726235376988979e+20
3.500000000000000333e-02 2.500000000000000139e-02 1.499999999999999944e-02 1.480126530000000000e+10 1.083874644894512906e+20
3.500000000000000333e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.771734780000000000e+10 9.562217880467451085e+19
3.500000000000000333e-02 3.500000000000000333e-02 1.499999999999999944e-02 -8.978531810000000000e+08 1.159474190929475502e+20
3.500000000000000333e-02 3.500000000000000333e-02 2.500000000000000139e-02 1.276664820000000000e+10 5.379740478353201562e+19
3.500000000000000333e-02 3.500000000000000333e-02 3.500000000000000333e-02 1.186750380000000000e+10 9.951544477301089894e+19
4.499999999999999833e-02 2.500000000000000139e-02 2.500000000000000139e-02 2.848475980000000000e+10 6.703066230148331110e+19
4.499999999999999833e-02 3.500000000000000333e-02 1.499999999999999944e-02 1.431714670000000000e+10 3.995186076438653338e+19
4.499999999999999833e-02 3.500000000000000333e-02 2.500000000000000139e-02 -6.334062190000000000e+08 1.768563257944624128e+19
4.499999999999999833e-02 3.500000000000000333e-02 3.500000000000000333e-02 9.777942590000000000e+08 2.051935785603258368e+19
4.499999999999999833e-02 4.499999999999999833e-02 1.499999999999999944e-02 2.685539670000000000e+09 4.571025282888791654e+19
4.499999999999999833e-02 4.499999999999999833e-02 2.500000000000000139e-02 6.864679850000000000e+09 2.066454969972455834e+19
4.499999999999999833e-02 4.499999999999999833e-02 3.500000000000000333e-02 6.107563220000000000e+09 1.244355391193347072e+19
4.499999999999999833e-02 4.499999999999999833e-02 4.499999999999999833e-02 -1.553179810000000000e+09 2.297825358235330970e+19
5.500000000000000028e-02 3.500000000000000333e-02 2.500000000000000139e-02 4.314703390000000000e+09 1.346857104720430899e+19
5.500000000000000028e-02 3.500000000000000333e-02 3.500000000000000333e-02 -2.012259780000000000e+09 1.423855431444836147e+19
5.500000000000000028e-02 4.499999999999999833e-02 1.499999999999999944e-02 4.446063050000000000e+09 1.993419362330143949e+19
5.500000000000000028e-02 4.499999999999999833e-02 2.500000000000000139e-02 6.917344970000000000e+08 7.955000260467696640e+18
5.500000000000000028e-02 4.499999999999999833e-02 3.500000000000000333e-02 1.481757810000000000e+09 4.712612364101977088e+18
5.500000000000000028e-02 4.499999999999999833e-02 4.499999999999999833e-02 6.136605060000000000e+09 5.886900729701219328e+18
5.500000000000000028e-02 5.500000000000000028e-02 1.499999999999999944e-02 3.318504590000000000e+09 2.412303781765641011e+19
5.500000000000000028e-02 5.500000000000000028e-02 2.500000000000000139e-02 3.856210780000000000e+09 1.044850444170403021e+19
5.500000000000000028e-02 5.500000000000000028e-02 3.500000000000000333e-02 3.367741420000000000e+08 6.360796103983899648e+18
5.500000000000000028e-02 5.500000000000000028e-02 4.499999999999999833e-02 1.922140940000000000e+09 3.926670594186096128e+18
