1.499999999999999944e-02 1.499999999999999944e-02 1.499999999999999944e-02 1.394324390000000000e+11 3.900873338090372465e+21
2.500000000000000139e-02 1.499999999999999944e-02 1.499999999999999944e-02 -6.159891130000000000e+10 7.860046050590574510e+20
2.500000000000000139e-02 2.500000000000000139e-02 1.499999999999999944e-02 1.517952080000000000e+10 3.934178097490743132e+20
2.500000000000000139e-02 2.500000000000000139e-02 2.500000000000000139e-02 -6.742709860000000000e+09 6.488522455320969871e+20
3.500000000000000333e-02 2.500000000000000139e-02 1.499999999999999944e-02 1.155110610000000000e+10 1.230122477489044193e+20
3.500000000000000333e-02 2.500000000000000139e-02 2.500000000000000139e-02 -6.458092660000000000e+09 1.362599608175930081e+20
3.500000000000000333e-02 3.500000000000000333e-02 1.499999999999999944e-02 -3.612357350000000000e+09 1.315140182970682573e+20
3.500000000000000333e-02 3.500000000000000333e-02 2.500000000000000139e-02 9.355684230000000000e+08 7.235911674213634867e+19
3.500000000000000333e-02 3.500000000000000333e-02 3.500000000000000333e-02 1.920097880000000000e+10 1.201179996295017923e+20
4.499999999999999833e-02 2.500000000000000139e-02 2.500000000000000139e-02 1.240992590000000000e+10 9.009633500027096269e+19
4.499999999999999833e-02 3.500000000000000333e-02 1.499999999999999944e-02 -3.852554120000000000e+09 5.140224435747518054e+19
4.499999999999999833e-02 3.500000000000000333e-02 2.500000000000000139e-02 1.036575390000000000e+10 2.340694501053560013e+19
4.499999999999999833e-02 3.500000000000000333e-02 3.500000000000000333e-02 5.093350630000000000e+09 2.753804485989048320e+19
4.499999999999999833e-02 4.499999999999999833e-02 1.499999999999999944e-02 6.941100290000000000e+09 5.498399331602196070e+19
4.499999999999999833e-02 4.499999999999999833e-02 2.500000000000000139e-02 1.416285740000000000e+10 2.823003881575047987e+19
4.499999999999999833e-02 4.499999999999999833e-02 3.500000000000000333e-02 -3.667419220000000000e+09 1.576725824293609677e+19
4.499999999999999833e-02 4.499999999999999833e-02 4.499999999999999833e-02 -3.802960350000000000e+09 3.022725054142847795e+19
5.500000000000000028e-02 3.500000000000000333e-02 2.500000000000000139e-02 5.094723750000000000e+09 1.851041404702855987e+19
5.500000000000000028e-02 3.500000000000000333e-02 3.500000000000000333e-02 3.818832390000000000e+09 1.802313024982587187e+19
5.500000000000000028e-02 4.499999999999999833e-02 1.499999999999999944e-02 7.774295750000000000e+08 2.553280674859365581e+19
5.500000000000000028e-02 4.499999999999999833e-02 2.500000000000000139e-02 1.977441710000000000e+09 1.033200575284890829e+19
5.500000000000000028e-02 4.499999999999999833e-02 3.500000000000000333e-02 3.832771770000000000e+09 5.730560433055451136e+18
5.500000000000000028e-02 4.499999999999999833e-02 4.499999999999999833e-02 4.132751340000000000e+09 7.324097425683763200e+18
5.500000000000000028e-02 5.500000000000000028e-02 1.499999999999999944e-02 7.732618570000000000e+08 2.879654843318510387e+19
5.500000000000000028e-02 5.500000000000000028e-02 2.500000000000000139e-02 3.584032420000000000e+09 1.379760810204774810e+19
5.500000000000000028e-02 5.500000000000000028e-02 3.500000000000000333e-02 1.487144450000000000e+09 7.451230378268562432e+18
5.500000000000000028e-02 5.500000000000000028e-02 4.499999999999999833e-02 3.401207980000000000e+09 4.910734042258244608e+18
5.500000000000000028e-02 5.500000000000000028e-02 5.500000000000000028e-02 -1.002329750000000000e+09 1.008029499571373466e+19
6.500000000000000222e-02 3.500000000000000333e-02 3.500000000000000333e-02 -1.102424110000000000e+09 1.615887627125110579e+19
6.500000000000000222e-02 4.499999999999999833e-02 2.500000000000000139e-02 4.738426580000000000e+09 9.400959608596750336e+18
6.500000000000000222e-02 4.499999999999999833e-02 3.500000000000000333e-02 6.139545420000000000e+09 4.323736976263754240e+18
6.500000000000000222e-02 4.499999999999999833e-02 4.499999999999999833e-02 3.650774160000000000e+09 4.985940726130532352e+18
6.500000000000000222e-02 5.500000000000000028e-02 1.499999999999999944e-02 -3.003106880000000000e+08 1.342883357317382554e+19
6.500000000000000222e-02 5.500000000000000028e-02 2.500000000000000139e-02 4.191107880000000000e+09 5.329469171966747648e+18
6.500000000000000222e-02 5.500000000000000028e-02 3.500000000000000333e-02 4.478904370000000000e+09 2.842341079971949568e+18
6.500000000000000222e-02 5.500000000000000028e-02 4.499999999999999833e-02 4.691904540000000000e+09 1.882372664495167488e+18
6.500000000000000222e-02 5.500000000000000028e-02 5.500000000000000028e-02 2.416940800000000000e+09 2.541238314315228160e+18
6.500000000000000222e-02 6.500000000000000222e-02 1.499999999999999944e-02 2.009059070000000000e+08 1.554943259107386778e+19
6.500000000000000222e-02 6.500000000000000222e-02 2.500000000000000139e-02 7.138738210000000000e+09 7.263915024056186880e+18
6.500000000000000222e-02 6.500000000000000222e-02 3.500000000000000333e-02 2.038448020000000000e+09 4.296366793728198656e+18
6.500000000000000222e-02 6.500000000000000222e-02 4.499999999999999833e-02 1.473446730000000000e+09 2.786071162855723520e+18
6.500000000000000222e-02 6.500000000000000222e-02 5.500000000000000028e-02 2.262488030000000000e+09 1.829621341778207488e+18
6.500000000000000222e-02 6.500000000000000222e-02 6.500000000000000222e-02 3.104159870000000000e+09 3.965927861526851584e+18
7.499999999999999722e-02 4.499999999999999833e-02 3.500000000000000333e-02 2.970329020000000000e+09 3.760161706367267328e+18
7.499999999999999722e-02 4.499999999999999833e-02 4.499999999999999833e-02 1.906893800000000000e+09 4.046686366117246976e+18
7.499999999999999722e-02 5.500000000000000028e-02 2.500000000000000139e-02 1.251302000000000000e+09 4.855472549610123264e+18
7.499999999999999722e-02 5.500000000000000028e-02 3.500000000000000333e-02 2.718165060000000000e+09 2.231085348972612352e+18
7.499999999999999722e-02 5.500000000000000028e-02 4.499999999999999833e-02 3.440413750000000000e+09 1.502253049621405952e+18
7.499999999999999722e-02 5.500000000000000028e-02 5.500000000000000028e-02 2.061860030000000000e+09 1.884212399011830272e+18
7.499999999999999722e-02 6.500000000000000222e-02 1.499999999999999944e-02 5.301583220000000000e+09 7.911689404144636928e+18
7.499999999999999722e-02 6.500000000000000222e-02 2.500000000000000139e-02 5.315667450000000000e+09 3.327395162258546688e+18
7.499999999999999722e-02 6.500000000000000222e-02 3.500000000000000333e-02 3.027872070000000000e+09 1.704939392911534080e+18
7.499999999999999722e-02 6.500000000000000222e-02 4.499999999999999833e-02 3.568053320000000000e+09 1.025992131969943296e+18
7.499999999999999722e-02 6.500000000000000222e-02 5.500000000000000028e-02 1.541513280000000000e+09 6.897052510442630400e+17
7.499999999999999722e-02 6.500000000000000222e-02 6.500000000000000222e-02 2.381001280000000000e+09 1.139182245988562816e+18
7.499999999999999722e-02 7.499999999999999722e-02 1.499999999999999944e-02 1.574796400000000000e+09 9.978837909024522240e+18
7.499999999999999722e-02 7.499999999999999722e-02 2.500000000000000139e-02 6.306189050000000000e+07 4.712922684135379968e+18
7.499999999999999722e-02 7.499999999999999722e-02 3.500000000000000333e-02 2.564155950000000000e+09 2.692099676493914112e+18
7.499999999999999722e-02 7.499999999999999722e-02 4.499999999999999833e-02 -1.858687050000000000e+08 1.616420011965961984e+18
7.499999999999999722e-02 7.499999999999999722e-02 5.500000000000000028e-02 1.957889200000000000e+09 1.146911946589953408e+18
7.499999999999999722e-02 7.499999999999999722e-02 6.500000000000000222e-02 1.251110950000000000e+09 8.185943690689957120e+17
7.499999999999999722e-02 7.499999999999999722e-02 7.499999999999999722e-02 1.436811530000000000e+09 1.894333899435455488e+18
